Sklad,Mass,Period0,Period1,Period2,Period3,Period4,Period5,Period6,Period7,Period8,Period9,Period10,Period11,Charge0,Charge1,Charge2,Charge3,Charge4,Charge5,Charge6,Charge7,Charge8,Charge9,Charge10,Charge11
'ÂÌĞÏ','òîíí',30,31,91,61,,,,,,,,,9.60,13.20,18.00,18.00,,,,,,,,
'ÄÊÕ','',,,,,,,,,,,,,,,,,,,,,,,,
'ÒÑÊ ÄÌÏ','',,,,,,,,,,,,,,,,,,,,,,,,
